Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type
"Marha, Jabal el-",Yemen,Tuff cone,Evidence Uncertain,Unknown,Middle East and Indian Ocean,Middle East (southern),15.245,44.236,2506,Basalt / Picro-Basalt
"Haylan, Jabal",Yemen,Volcanic field,Eruption Dated,1200 BCE,Middle East and Indian Ocean,Middle East (southern),15.4,45.1,1550,Basalt / Picro-Basalt
"Dhamar, Harras of",Yemen,Volcanic field,Eruption Observed,1937 CE,Middle East and Indian Ocean,Middle East (southern),14.57,44.67,3500,Basalt / Picro-Basalt
"Sawad, Harra Es-",Yemen,Volcanic field,Eruption Observed,1253 CE,Middle East and Indian Ocean,Middle East (southern),13.58,46.12,1737,Trachybasalt / Tephrite Basanite
"Bal Haf, Harra of",Yemen,Volcanic field,Evidence Credible,Unknown,Middle East and Indian Ocean,Middle East (southern),14.067,48.3,604,Basalt / Picro-Basalt
Bir Borhut,Yemen,Volcanic field,Evidence Uncertain,Unknown,Middle East and Indian Ocean,Middle East (southern),15.515,50.935,464,Basalt / Picro-Basalt
Sahand,Iran,Stratovolcano,Evidence Credible,Unknown,Middle East and Indian Ocean,Middle East (western),37.75,46.43,3707,Andesite / Basaltic Andesite
Sabalan,Iran,Stratovolcano,Evidence Credible,Unknown,Middle East and Indian Ocean,Middle East (western),38.268,47.835,4784,Andesite / Basaltic Andesite
Damavand,Iran,Stratovolcano,Eruption Dated,5350 BCE,Middle East and Indian Ocean,Middle East (western),35.951,52.109,5670,Trachyandesite / Basaltic Trachyandesite
Bazman,Iran,Stratovolcano,Unrest / Holocene,Unknown,Middle East and Indian Ocean,Middle East (eastern),28.07,60,3490,Andesite / Basaltic Andesite
Kuh-e Nader,Iran,Volcanic field,Evidence Uncertain,Unknown,Middle East and Indian Ocean,Middle East (eastern),28.17,60.67,1500,Basalt / Picro-Basalt
Taftan,Iran,Stratovolcano,Evidence Credible,Unknown,Middle East and Indian Ocean,Middle East (eastern),28.6,61.13,3940,Andesite / Basaltic Andesite
"Grille, La",Comoros,Shield,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (western),-11.47,43.33,1087,Trachybasalt / Tephrite Basanite
Mayotte,France,Shield,Eruption Observed,2019 CE,Middle East and Indian Ocean,Indian Ocean (western),-12.83,45.17,660,Basalt / Picro-Basalt
Karthala,Comoros,Shield,Eruption Observed,2007 CE,Middle East and Indian Ocean,Indian Ocean (western),-11.75,43.38,2361,Basalt / Picro-Basalt
Ambre-Bobaomby,Madagascar,Volcanic field,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (western),-12.6,49.15,1475,Basalt / Picro-Basalt
Nosy-Be,Madagascar,Pyroclastic cone(s),Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (western),-13.32,48.48,214,Foidite
Ankaizina Field,Madagascar,Pyroclastic cone(s),Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (western),-14.3,48.67,2878,Basalt / Picro-Basalt
Itasy Volcanic Field,Madagascar,Pyroclastic cone(s),Eruption Dated,6050 BCE,Middle East and Indian Ocean,Indian Ocean (western),-19.033,46.7,1800,Trachyte / Trachydacite
Vakinankaratra,Madagascar,Pyroclastic cone(s),Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (western),-19.85,46.942,2644,Trachybasalt / Tephrite Basanite
"Fournaise, Piton de la",France,Shield,Eruption Observed,2020 CE,Middle East and Indian Ocean,Indian Ocean (western),-21.244,55.708,2632,Basalt / Picro-Basalt
Boomerang Seamount,France,Submarine,Eruption Dated,1995 CE,Middle East and Indian Ocean,Indian Ocean (southern),-37.721,77.825,-650,Basalt / Picro-Basalt
Amsterdam Island,France,Stratovolcano,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-37.83,77.52,881,Basalt / Picro-Basalt
St. Paul,France,Stratovolcano,Eruption Observed,1793 CE,Middle East and Indian Ocean,Indian Ocean (southern),-38.72,77.53,268,Basalt / Picro-Basalt
Heard,Australia,Stratovolcano,Eruption Observed,2020 CE,Middle East and Indian Ocean,Indian Ocean (southern),-53.106,73.513,2745,Trachybasalt / Tephrite Basanite
McDonald Islands,Australia,Complex,Eruption Observed,2005 CE,Middle East and Indian Ocean,Indian Ocean (southern),-53.03,72.6,230,Phonolite
Kerguelen Islands,France,Stratovolcano(es),Evidence Uncertain,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-49.58,69.5,1840,Trachyandesite / Basaltic Trachyandesite
"Est, Ile de l'",France,Stratovolcano,Evidence Uncertain,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-46.43,52.2,1090,Basalt / Picro-Basalt
"Possession, Ile de la",France,Stratovolcano,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-46.42,51.75,934,Basalt / Picro-Basalt
"Cochons, Ile aux",France,Stratovolcano,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-46.1,50.23,775,Basalt / Picro-Basalt
Prince Edward Island,South Africa,Shield,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-46.63,37.95,672,Basalt / Picro-Basalt
Marion Island,South Africa,Shield(s),Eruption Observed,2004 CE,Middle East and Indian Ocean,Indian Ocean (southern),-46.9,37.75,1230,Basalt / Picro-Basalt
Kaikohe-Bay of Islands,New Zealand,Volcanic field,Eruption Dated,400 CE,New Zealand to Fiji,New Zealand,-35.3,173.9,388,Trachybasalt / Tephrite Basanite
Whangarei,New Zealand,Pyroclastic cone(s),Evidence Uncertain,Unknown,New Zealand to Fiji,New Zealand,-35.75,174.27,397,Trachybasalt / Tephrite Basanite
Auckland Volcanic Field,New Zealand,Volcanic field,Eruption Dated,1350 CE,New Zealand to Fiji,New Zealand,-36.9,174.87,260,Trachybasalt / Tephrite Basanite
Mayor Island,New Zealand,Shield,Eruption Dated,5060 BCE,New Zealand to Fiji,New Zealand,-37.28,176.25,355,Rhyolite
Taranaki,New Zealand,Stratovolcano,Eruption Observed,1800 CE,New Zealand to Fiji,New Zealand,-39.3,174.07,2518,Andesite / Basaltic Andesite
Whakaari/White Island,New Zealand,Stratovolcano(es),Eruption Observed,2019 CE,New Zealand to Fiji,New Zealand,-37.52,177.18,294,Andesite / Basaltic Andesite
Okataina,New Zealand,Lava dome(s),Eruption Observed,1981 CE,New Zealand to Fiji,New Zealand,-38.12,176.5,1111,Rhyolite
Reporoa,New Zealand,Caldera,Eruption Dated,1180 CE,New Zealand to Fiji,New Zealand,-38.42,176.33,592,Rhyolite
Maroa,New Zealand,Caldera(s),Eruption Dated,180 CE,New Zealand to Fiji,New Zealand,-38.42,176.08,897,Rhyolite
Taupo,New Zealand,Caldera,Eruption Dated,260 CE,New Zealand to Fiji,New Zealand,-38.82,176,760,Rhyolite
Tongariro,New Zealand,Stratovolcano(es),Eruption Observed,2012 CE,New Zealand to Fiji,New Zealand,-39.157,175.632,1978,Andesite / Basaltic Andesite
Ruapehu,New Zealand,Stratovolcano,Eruption Observed,2007 CE,New Zealand to Fiji,New Zealand,-39.28,175.57,2797,Andesite / Basaltic Andesite
Clark,New Zealand,Submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-36.446,177.839,-860,Basalt / Picro-Basalt
Tangaroa,New Zealand,Submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-36.321,178.028,-600,Basalt / Picro-Basalt
Rumble V,New Zealand,Submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-36.142,178.196,-400,Andesite / Basaltic Andesite
Rumble IV,New Zealand,Submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-36.13,178.05,-500,Andesite / Basaltic Andesite
Rumble III,New Zealand,Submarine,Eruption Observed,2008 CE,New Zealand to Fiji,New Zealand,-35.745,178.478,-220,Andesite / Basaltic Andesite
Rumble II West,New Zealand,Submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-35.353,178.527,-1200,Andesite / Basaltic Andesite
Healy,New Zealand,Submarine,Eruption Dated,1360 CE,New Zealand to Fiji,New Zealand,-35.004,178.973,-980,Dacite
Brothers,New Zealand,Submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-34.875,179.075,-1350,Dacite
Wright,New Zealand,Submarine(es),Unrest / Holocene,Unknown,New Zealand to Fiji,Kermadec Islands,-31.85,-179.18,-900,Basalt / Picro-Basalt
Havre Seamount,New Zealand,Submarine,Eruption Observed,2012 CE,New Zealand to Fiji,Kermadec Islands,-31.08,-179.033,-897,
Curtis Island,New Zealand,Submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,Kermadec Islands,-30.543,-178.556,47,Andesite / Basaltic Andesite
Macauley,New Zealand,Caldera,Eruption Dated,4360 BCE,New Zealand to Fiji,Kermadec Islands,-30.21,-178.475,238,Basalt / Picro-Basalt
Giggenbach,New Zealand,Submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,Kermadec Islands,-30.036,-178.712,-65,Basalt / Picro-Basalt
Raoul Island,New Zealand,Stratovolcano,Eruption Observed,2006 CE,New Zealand to Fiji,Kermadec Islands,-29.27,-177.92,516,Andesite / Basaltic Andesite
Monowai,New Zealand,Submarine,Eruption Observed,2012 CE,New Zealand to Fiji,Tonga Islands,-25.887,-177.188,-132,Basalt / Picro-Basalt
Unnamed,Undersea Features,Submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,Tonga Islands,-24.8,-177.02,-385,Basalt / Picro-Basalt
Unnamed,Tonga,Submarine,Eruption Observed,1932 CE,New Zealand to Fiji,Tonga Islands,-21.338,-175.65,-68,No Data (checked)
Unnamed,Tonga,Submarine,Evidence Credible,Unknown,New Zealand to Fiji,Tonga Islands,-21.15,-175.75,-65,Andesite / Basaltic Andesite
Unnamed,Tonga,Submarine,Eruption Observed,2017 CE,New Zealand to Fiji,Tonga Islands,-20.852,-175.55,-296,No Data (checked)
Hunga Tonga-Hunga Ha'apai,Tonga,Submarine,Eruption Observed,2015 CE,New Zealand to Fiji,Tonga Islands,-20.536,-175.382,114,Andesite / Basaltic Andesite
Fonuafo'ou,Tonga,Submarine,Eruption Observed,1936 CE,New Zealand to Fiji,Tonga Islands,-20.32,-175.42,-17,Andesite / Basaltic Andesite
Tofua,Tonga,Caldera,Eruption Observed,2014 CE,New Zealand to Fiji,Tonga Islands,-19.75,-175.07,515,Andesite / Basaltic Andesite
Kao,Tonga,Stratovolcano,Eruption Observed,1847 CE,New Zealand to Fiji,Tonga Islands,-19.668,-175.016,1009,Andesite / Basaltic Andesite
Lateiki,Tonga,Submarine,Eruption Observed,2019 CE,New Zealand to Fiji,Tonga Islands,-19.18,-174.87,43,Dacite
Home Reef,Tonga,Submarine,Eruption Observed,2006 CE,New Zealand to Fiji,Tonga Islands,-18.992,-174.775,-10,Dacite
Late,Tonga,Stratovolcano,Eruption Observed,1854 CE,New Zealand to Fiji,Tonga Islands,-18.806,-174.65,540,Andesite / Basaltic Andesite
Unnamed,Tonga,Submarine,Eruption Observed,2001 CE,New Zealand to Fiji,Tonga Islands,-18.325,-174.365,-40,Dacite
Fonualei,Tonga,Stratovolcano,Eruption Observed,1957 CE,New Zealand to Fiji,Tonga Islands,-18.023,-174.317,188,Dacite
Tafahi,Tonga,Stratovolcano,Evidence Uncertain,Unknown,New Zealand to Fiji,Tonga Islands,-15.85,-173.72,560,Andesite / Basaltic Andesite
Curacoa,Tonga,Submarine,Eruption Observed,1979 CE,New Zealand to Fiji,Tonga Islands,-15.62,-173.67,-33,Dacite
Niuafo'ou,Tonga,Shield,Eruption Observed,1985 CE,New Zealand to Fiji,Tonga Islands,-15.6,-175.63,260,Basalt / Picro-Basalt
Dugong,Tonga,Submarine,Evidence Uncertain,Unknown,New Zealand to Fiji,Tonga Islands,-15.431,-175.725,-1170,
Lobster,Tonga,Submarine,Evidence Uncertain,Unknown,New Zealand to Fiji,Tonga Islands,-15.333,-176.283,-1500,
Tafu-Maka,Tonga,Submarine,Eruption Observed,2008 CE,New Zealand to Fiji,Tonga Islands,-15.37,-174.23,-1400,Basalt / Picro-Basalt
West Mata,Tonga,Submarine,Eruption Observed,2009 CE,New Zealand to Fiji,Tonga Islands,-15.1,-173.75,-1174,Andesite / Basaltic Andesite
Niuatahi,Tonga,Caldera,Unrest / Holocene,Unknown,New Zealand to Fiji,Tonga Islands,-15.379,-174.003,-1270,
Vailulu'u,United States,Submarine,Eruption Observed,2003 CE,New Zealand to Fiji,Samoan and Wallis Islands,-14.215,-169.058,-592,Basalt / Picro-Basalt
Ta'u,United States,Shield,Evidence Credible,Unknown,New Zealand to Fiji,Samoan and Wallis Islands,-14.23,-169.454,931,Basalt / Picro-Basalt
Ofu-Olosega,United States,Shield(s),Eruption Observed,1866 CE,New Zealand to Fiji,Samoan and Wallis Islands,-14.175,-169.618,639,Basalt / Picro-Basalt
Tutuila,United States,Tuff cone(s),Eruption Dated,440 CE,New Zealand to Fiji,Samoan and Wallis Islands,-14.295,-170.7,653,Basalt / Picro-Basalt
Upolu,Samoa,Shield,Evidence Credible,Unknown,New Zealand to Fiji,Samoan and Wallis Islands,-13.935,-171.72,1100,Basalt / Picro-Basalt
Savai'i,Samoa,Shield,Eruption Observed,1911 CE,New Zealand to Fiji,Samoan and Wallis Islands,-13.612,-172.525,1858,Basalt / Picro-Basalt
Wallis Islands,France,Shield(s),Evidence Credible,Unknown,New Zealand to Fiji,Samoan and Wallis Islands,-13.3,-176.17,143,Basalt / Picro-Basalt
Taveuni,Fiji,Shield,Eruption Dated,1550 CE,New Zealand to Fiji,Fiji Islands,-16.82,-179.97,1241,Basalt / Picro-Basalt
Koro,Fiji,Pyroclastic cone(s),Evidence Uncertain,Unknown,New Zealand to Fiji,Fiji Islands,-17.32,179.4,522,Basalt / Picro-Basalt
Nabukelevu,Fiji,Lava dome(s),Eruption Dated,1660 CE,New Zealand to Fiji,Fiji Islands,-19.12,177.98,805,Andesite / Basaltic Andesite
St. Andrew Strait,Papua New Guinea,Complex,Eruption Observed,1957 CE,Melanesia and Australia,Admiralty Islands,-2.38,147.35,270,Rhyolite
Baluan,Papua New Guinea,Stratovolcano,Evidence Uncertain,Unknown,Melanesia and Australia,Admiralty Islands,-2.57,147.28,254,Basalt / Picro-Basalt
Central Bismarck Sea,Papua New Guinea,Submarine,Eruption Dated,1972 CE,Melanesia and Australia,Admiralty Islands,-3.03,147.78,-1300,No Data (checked)
Blup Blup,Papua New Guinea,Stratovolcano,Evidence Credible,Unknown,Melanesia and Australia,Northeast of New Guinea,-3.507,144.605,402,Andesite / Basaltic Andesite
Kadovar,Papua New Guinea,Stratovolcano,Evidence Credible,2020 CE,Melanesia and Australia,Northeast of New Guinea,-3.608,144.588,365,Andesite / Basaltic Andesite
Bam,Papua New Guinea,Stratovolcano,Eruption Observed,1960 CE,Melanesia and Australia,Northeast of New Guinea,-3.613,144.818,685,Andesite / Basaltic Andesite
Boisa,Papua New Guinea,Stratovolcano,Evidence Uncertain,Unknown,Melanesia and Australia,Northeast of New Guinea,-3.994,144.963,240,Basalt / Picro-Basalt
Manam,Papua New Guinea,Stratovolcano,Eruption Observed,2020 CE,Melanesia and Australia,Northeast of New Guinea,-4.08,145.037,1807,Basalt / Picro-Basalt
Karkar,Papua New Guinea,Stratovolcano,Eruption Observed,2014 CE,Melanesia and Australia,Northeast of New Guinea,-4.649,145.964,1839,Andesite / Basaltic Andesite
Hankow Reef,Papua New Guinea,Submarine,Evidence Uncertain,Unknown,Melanesia and Australia,Northeast of New Guinea,-4.883,146.717,-5,No Data (checked)
Long Island,Papua New Guinea,Complex,Eruption Observed,1993 CE,Melanesia and Australia,Northeast of New Guinea,-5.358,147.12,1280,Andesite / Basaltic Andesite
Umboi,Papua New Guinea,Complex,Evidence Credible,Unknown,Melanesia and Australia,Northeast of New Guinea,-5.589,147.875,1548,Basalt / Picro-Basalt
Ritter Island,Papua New Guinea,Stratovolcano,Eruption Observed,2007 CE,Melanesia and Australia,Northeast of New Guinea,-5.519,148.115,75,Basalt / Picro-Basalt
Sakar,Papua New Guinea,Stratovolcano,Evidence Uncertain,Unknown,Melanesia and Australia,Northeast of New Guinea,-5.414,148.094,992,Basalt / Picro-Basalt
Langila,Papua New Guinea,Complex,Eruption Observed,2018 CE,Melanesia and Australia,New Britain,-5.525,148.42,1330,Basalt / Picro-Basalt
Mundua,Papua New Guinea,Complex,Evidence Credible,Unknown,Melanesia and Australia,New Britain,-4.624,149.339,171,Basalt / Picro-Basalt
Garove,Papua New Guinea,Stratovolcano,Evidence Credible,Unknown,Melanesia and Australia,New Britain,-4.687,149.511,368,Andesite / Basaltic Andesite
Dakataua,Papua New Guinea,Caldera,Eruption Dated,1895 CE,Melanesia and Australia,New Britain,-5.094,150.094,408,Andesite / Basaltic Andesite
Bola,Papua New Guinea,Stratovolcano,Evidence Credible,Unknown,Melanesia and Australia,New Britain,-5.141,150.038,1116,Andesite / Basaltic Andesite
Garua Harbour,Papua New Guinea,Volcanic field,Evidence Uncertain,Unknown,Melanesia and Australia,New Britain,-5.3,150.07,565,Rhyolite
Krummel-Garbuna-Welcker,Papua New Guinea,Stratovolcano(es),Eruption Observed,2008 CE,Melanesia and Australia,New Britain,-5.416,150.027,564,Andesite / Basaltic Andesite
Lolo,Papua New Guinea,Stratovolcano,Evidence Uncertain,Unknown,Melanesia and Australia,New Britain,-5.466,150.509,796,Andesite / Basaltic Andesite
Witori,Papua New Guinea,Caldera,Eruption Observed,2012 CE,Melanesia and Australia,New Britain,-5.576,150.516,724,Dacite
Sulu Range,Papua New Guinea,Stratovolcano(es),Unrest / Holocene,Unknown,Melanesia and Australia,New Britain,-5.5,150.942,610,Andesite / Basaltic Andesite
Hargy,Papua New Guinea,Stratovolcano,Eruption Dated,950 CE,Melanesia and Australia,New Britain,-5.33,151.1,1148,Dacite
Bamus,Papua New Guinea,Stratovolcano,Eruption Observed,1886 CE,Melanesia and Australia,New Britain,-5.2,151.23,2248,Andesite / Basaltic Andesite
Ulawun,Papua New Guinea,Stratovolcano,Eruption Observed,2019 CE,Melanesia and Australia,New Britain,-5.05,151.33,2334,Basalt / Picro-Basalt
Lolobau,Papua New Guinea,Caldera,Eruption Observed,1912 CE,Melanesia and Australia,New Britain,-4.92,151.158,858,Basalt / Picro-Basalt
Rabaul,Papua New Guinea,Pyroclastic shield,Eruption Observed,2014 CE,Melanesia and Australia,New Britain,-4.271,152.203,688,Dacite
Tavui,Papua New Guinea,Caldera,Eruption Dated,4946 BCE,Melanesia and Australia,New Britain,-4.12,152.2,200,Rhyolite
Madilogo,Papua New Guinea,Pyroclastic cone,Evidence Credible,Unknown,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.2,147.57,850,Trachybasalt / Tephrite Basanite
Lamington,Papua New Guinea,Stratovolcano,Eruption Observed,1956 CE,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-8.95,148.15,1680,Andesite / Basaltic Andesite
Hydrographers Range,Papua New Guinea,Stratovolcano,Evidence Credible,Unknown,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9,148.37,1915,Andesite / Basaltic Andesite
Managlase Plateau,Papua New Guinea,Volcanic field,Evidence Credible,Unknown,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.08,148.33,1342,Trachybasalt / Tephrite Basanite
Victory,Papua New Guinea,Stratovolcano,Eruption Observed,1935 CE,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.2,149.07,1925,Andesite / Basaltic Andesite
Sessagara,Papua New Guinea,Pyroclastic cone(s),Evidence Credible,Unknown,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.48,149.13,370,Trachyandesite / Basaltic Trachyandesite
Waiowa,Papua New Guinea,Pyroclastic cone,Eruption Observed,1944 CE,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.57,149.075,640,Trachyandesite / Basaltic Trachyandesite
Goodenough,Papua New Guinea,Volcanic field,Evidence Credible,Unknown,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.48,150.35,220,Andesite / Basaltic Andesite
Iamalele,Papua New Guinea,Lava dome(s),Evidence Credible,Unknown,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.52,150.53,200,Andesite / Basaltic Andesite
Dawson Strait Group,Papua New Guinea,Volcanic field,Eruption Dated,1350 CE,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.62,150.88,500,Rhyolite
Lihir,Papua New Guinea,Compound,Evidence Credible,Unknown,Melanesia and Australia,New Ireland,-3.125,152.642,700,Trachybasalt / Tephrite Basanite
Ambitle,Papua New Guinea,Stratovolcano,Eruption Dated,350 BCE,Melanesia and Australia,New Ireland,-4.08,153.65,450,Phono-tephrite /  Tephri-phonolite
Tore,Papua New Guinea,Lava cone,Evidence Credible,Unknown,Melanesia and Australia,Bougainville and Solomon Islands,-5.835,154.935,2175,Andesite / Basaltic Andesite
Balbi,Papua New Guinea,Stratovolcano,Evidence Credible,Unknown,Melanesia and Australia,Bougainville and Solomon Islands,-5.92,154.98,2715,Andesite / Basaltic Andesite
Billy Mitchell,Papua New Guinea,Pyroclastic shield,Eruption Dated,1580 CE,Melanesia and Australia,Bougainville and Solomon Islands,-6.092,155.225,1544,Andesite / Basaltic Andesite
Bagana,Papua New Guinea,Lava cone,Eruption Observed,2020 CE,Melanesia and Australia,Bougainville and Solomon Islands,-6.137,155.196,1855,Andesite / Basaltic Andesite
Takuan Group,Papua New Guinea,Compound,Evidence Credible,Unknown,Melanesia and Australia,Bougainville and Solomon Islands,-6.442,155.608,2210,Andesite / Basaltic Andesite
Loloru,Papua New Guinea,Pyroclastic shield,Eruption Dated,1050 BCE,Melanesia and Australia,Bougainville and Solomon Islands,-6.52,155.62,1887,Andesite / Basaltic Andesite
Simbo,Solomon Islands,Stratovolcano(es),Eruption Dated,1910 CE,Melanesia and Australia,Bougainville and Solomon Islands,-8.292,156.52,335,Andesite / Basaltic Andesite
Kana Keoki,Solomon Islands,Submarine,Evidence Credible,Unknown,Melanesia and Australia,Bougainville and Solomon Islands,-8.75,157.03,-700,Dacite
