Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type
Culpepper,Ecuador,Shield,,,South America,Galapagos Islands,1.62,-92,168,
Wenman,Ecuador,Shield,,,South America,Galapagos Islands,1.37,-91.8,253,
Rabida,Ecuador,Lava dome(s),,,South America,Galapagos Islands,-0.413,-90.708,338,
Pinzon,Ecuador,Shield,,,South America,Galapagos Islands,-0.6,-90.68,458,
Santa Fe,Ecuador,Shield,,,South America,Galapagos Islands,-0.806,-90.07,200,
Floreana,Ecuador,Shield,,,South America,Galapagos Islands,-1.3,-90.45,640,
Roca Redonda,Ecuador,Shield,,,South America,Galapagos Islands,0.27,-91.63,67,
Huambutillo-Rumicola,Peru,Unknown,,,South America,Peru,-13.58,-71.72,0,
"Firura, Nevados",Peru,Stratovolcano(es),,,South America,Peru,-15.23,-72.63,5498,
Solimana,Peru,Stratovolcano,,,South America,Peru,-15.4,-72.9,6093,
"Purupuruni, Cerros",Peru,Lava dome(s),,,South America,Peru,-17.32,-69.9,5315,
Ollague,Chile-Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-21.3,-68.18,5868,
Inacalari,Chile-Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-21.981,-68.071,5618,
Copiapo,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-27.3,-69.13,6052,
Lexone,Chile,Lava dome(s),,,South America,"Northern Chile, Bolivia and Argentina",-17.87,-69.48,5340,
"Anallajsi, Nevado",Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-17.92,-68.92,5750,
"Pucara, Cerro",Bolivia,Volcanic field,,,South America,"Northern Chile, Bolivia and Argentina",-16.236,-69.471,4080,
Patilla Pata,Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-18.05,-69.03,5300,
"Sajama, Nevado del",Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-18.1,-68.88,6542,
"Larancagua, Volcan",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-18.02,-69.08,5580,
Caquena,Chile,Lava dome(s),,,South America,"Northern Chile, Bolivia and Argentina",-18.07,-69.22,0,
Vilacollo,Chile,Pyroclastic cone(s),,,South America,"Northern Chile, Bolivia and Argentina",-18.241,-69.307,4688,
Acotango,Chile-Bolivia,Stratovolcano(es),,,South America,"Northern Chile, Bolivia and Argentina",-18.37,-69.05,6052,
Arintica,Chile,Stratovolcano(es),,,South America,"Northern Chile, Bolivia and Argentina",-18.75,-69.05,5597,
Rochaculla-Inca Camacha,Bolivia,Stratovolcano(es),,,South America,"Northern Chile, Bolivia and Argentina",-18.8,-68.3,5300,
"Tatajachura, Cerro",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-19.5,-69.12,5240,
"Cariquima, Cerro",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-19.55,-68.68,5365,
Porquesa,Chile,Lava dome(s),,,South America,"Northern Chile, Bolivia and Argentina",-19.958,-68.73,5190,
"Napa, Cerro",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-20.52,-68.68,5145,
Copa-Ocana,Chile,Stratovolcano(es),,,South America,"Northern Chile, Bolivia and Argentina",-20.643,-68.439,5299,
Aucanquilcha,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-21.22,-68.47,6176,
"San Agustin, Cerro",Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-21.25,-67.75,4980,
Cañapa,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-21.5,-68.12,5630,
"Ascotan, Cerro",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-21.68,-68.12,5473,
Escala,Bolivia,Lava dome,,,South America,"Northern Chile, Bolivia and Argentina",-21.6,-66.88,4000,
"Moiro, Cerro",Bolivia,Pyroclastic cone,,,South America,"Northern Chile, Bolivia and Argentina",-21.68,-67.47,4250,
"Chascon, Cerro",Bolivia,Lava dome,,,South America,"Northern Chile, Bolivia and Argentina",-21.88,-67.9,5125,
Apagado,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.05,-67.97,5680,
Paniri,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.059,-68.228,5946,
"Leon, Cerro del",Chile,Stratovolcano(es),,,South America,"Northern Chile, Bolivia and Argentina",-22.142,-68.108,5754,
Deslinde,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.27,-67.97,5651,
"Linzor, Volcan",Chile-Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.18,-67.95,5680,
Jorcada,Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.08,-67.77,5750,
Quetena,Bolivia,Fissure vent,,,South America,"Northern Chile, Bolivia and Argentina",-22.25,-67.42,5730,
Sunequera,Bolivia,Shield,,,South America,"Northern Chile, Bolivia and Argentina",-21.98,-67.23,5899,
Uturuncu,Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.27,-67.18,6008,
"Tatio, Volcan",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.42,-68.02,5314,
"Volcan, El",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.33,-67.97,5100,
"Tocorpuri, Cerros de",Chile-Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.439,-67.888,5808,
"Zapaleri, Cerro",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.82,-67.18,5643,
Poquis,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.02,-67.05,5770,
Curutu,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.17,-67.07,5394,
Losloyo,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.13,-67.37,5343,
Potor,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.2,-67.67,5318,
Hecar,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.23,-67.75,5029,
"Verde, Laguna",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.252,-67.71,5464,
"Rio Negro, Cerro de",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.398,-67.582,5067,
Tumisa,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.45,-67.82,5671,
Lejia,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.55,-67.77,5790,
Miscanti,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.67,-67.72,5613,
Laco,Chile,Lava dome,,,South America,"Northern Chile, Bolivia and Argentina",-23.8,-67.5,5472,
Incaguasi,Chile,Unknown,,,South America,"Northern Chile, Bolivia and Argentina",-24.03,-67.53,5689,
Capur,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-24.02,-67.85,5216,
Aguas Delgadas,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-24.45,-68.4,0,
"Niebla, Cerro de la",Chile,Compound,,,South America,"Northern Chile, Bolivia and Argentina",-25.25,-68.63,4500,
"Azufre, El",Chile,Unknown,,,South America,"Northern Chile, Bolivia and Argentina",-25.37,-68.88,5480,
Piedra Parada,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-26.4,-68.75,5920,
San Francisco,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-26.9,-68.27,6018,
Tres Cruces,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-27.08,-68.8,6620,
"Patos, Los",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-27.27,-69,6250,
"Queva, Nevado",Argentina,Unknown,,,South America,"Northern Chile, Bolivia and Argentina",-24.309,-66.732,6134,
Tocomar,Argentina,Unknown,,,South America,"Northern Chile, Bolivia and Argentina",-24.2,-66.5,4950,
Gemelos-Saladillo,Argentina,Pyroclastic cone(s),,,South America,"Northern Chile, Bolivia and Argentina",-24.75,-66.17,0,
Antofalla,Argentina,Stratovolcano(es),,,South America,"Northern Chile, Bolivia and Argentina",-25.55,-67.92,6409,
"Galan, Cerro",Argentina,Caldera,,,South America,"Northern Chile, Bolivia and Argentina",-25.93,-66.92,6000,
"Colorado, Cerro",Argentina,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-26.18,-68.37,6049,
Incapillo,Argentina,Caldera,,,South America,"Northern Chile, Bolivia and Argentina",-27.9,-68.8,5750,
San Felix,Chile,Shield,,,South America,Pacific Ocean (Chilean Islands),-26.294,-80.112,159,
Robinson Crusoe,Chile,Shield(s),,,South America,Pacific Ocean (Chilean Islands),-33.658,-78.85,922,
Seamount JF6,Chile,Submarine,,,South America,Pacific Ocean (Chilean Islands),-33.427,-76.87,-642,
Sala y Gomez,Chile,Shield?,,,South America,Pacific Ocean (Chilean Islands),-26.47,-105.47,15,
Alexander Selkirk,Chile,Shield,,,South America,Pacific Ocean (Chilean Islands),-33.763,-80.811,1266,
Cochiquito Volcanic Group,Argentina,Stratovolcano(es),,,South America,Central Chile and Argentina,-36.739,-69.834,1435,
"Pantoja, Cerro",Chile-Argentina,Stratovolcano,,,South America,Central Chile and Argentina,-40.768,-71.943,1897,
Tupungato,Chile-Argentina,Stratovolcano,,,South America,Central Chile and Argentina,-33.359,-69.77,6570,
"Piuquenes, Nevado de los",Chile-Argentina,Stratovolcano,,,South America,Central Chile and Argentina,-33.52,-69.83,6019,
Northern Mendoza Volcanic Field,Argentina,Volcanic field,,,South America,Central Chile and Argentina,-34.67,-69,0,
Llancanelo Volcanic Field,Argentina,Pyroclastic cone(s),,,South America,Central Chile and Argentina,-35.75,-69.25,1876,
Puelche Volcanic Field,Chile,Volcanic field,,,South America,Central Chile and Argentina,-35.78,-70.48,3140,
Sordo Lucas,Chile,Stratovolcano,,,South America,Central Chile and Argentina,-34.987,-70.456,3349,
"Nevado, Cerro",Argentina,Volcanic field,,,South America,Central Chile and Argentina,-35.58,-68.489,3791,
Auca Mahuida Volcanic Field,Argentina,Volcanic field,,,South America,Central Chile and Argentina,-37.738,-68.924,2243,
"Nevada, Sierra",Chile,Stratovolcano,,,South America,Central Chile and Argentina,-38.58,-71.58,2554,
Pino Hachado,Argentina,Caldera,,,South America,Central Chile and Argentina,-38.679,-70.814,2017,
"Trautrén, Cerro",Chile-Argentina,Stratovolcano(es),,,South America,Central Chile and Argentina,-39.17,-71.4,1846,
"Caburgua, Nevados de",Chile,Stratovolcano(es),,,South America,Central Chile and Argentina,-39.17,-70.53,1862,
"Maichín, Cerro",Chile,Stratovolcano,,,South America,Central Chile and Argentina,-39.35,-71.55,0,
Quinchilca,Chile,Stratovolcano(es),,,South America,Central Chile and Argentina,-39.68,-72.008,1632,
Cuernos del Diablo,Chile,Stratovolcano,,,South America,Southern Chile and Argentina,-41.363,-72.005,1846,
Rio Murta,Chile,Pyroclastic cone(s),,,South America,Southern Chile and Argentina,-46.17,-72.708,681,
"Vigie, Morne la",Haiti,Pyroclastic cone,,,West Indies,West Indies,18.78,-72.28,831,
Thomazeau,Haiti,Pyroclastic cone(s),,,West Indies,West Indies,18.68,-72.08,0,
San Juan,Dominican Republic,Pyroclastic cone(s),,,West Indies,West Indies,18.87,-71.33,0,
Dos Hermanos,Dominican Republic,Volcanic field,,,West Indies,West Indies,18.75,-70.92,0,
Valle Nuevo,Dominican Republic,Volcanic field,,,West Indies,West Indies,18.83,-70.67,0,
South East Range,Saint Kitts and Nevis,Stratovolcano,,,West Indies,West Indies,17.33,-62.77,900,
Northern Centres,Netherlands,Stratovolcano(es),,,West Indies,West Indies,17.508,-62.992,0,
Silver Hills,United Kingdom,Lava dome(s),,,West Indies,West Indies,16.81,-62.194,403,
Centre Hills,United Kingdom,Lava dome(s),,,West Indies,West Indies,16.759,-62.196,741,
Septentrional Chain,France,Lava dome(s),,,West Indies,West Indies,16.23,-61.72,744,
Axial Chain,France,Stratovolcano(es),,,West Indies,West Indies,16.12,-61.7,1354,
Bouillante Chain,France,Maar(s),,,West Indies,West Indies,16.12,-61.75,420,
"Caraïbes, Monts",France,Stratovolcano,,,West Indies,West Indies,15.97,-61.68,687,
Terre de Bas,France,Stratovolcano(es),,,West Indies,West Indies,15.87,-61.63,274,
Foundland,Dominica,Stratovolcano,,,West Indies,West Indies,15.27,-61.28,960,
"Carbets, Pitons de",France,Stratovolcano,,,West Indies,West Indies,14.7,-61.12,1196,
Unnamed,France,Volcanic field,,,West Indies,West Indies,14.65,-61.08,0,
"Garu, Morne",Saint Vincent and the Grenadines,Stratovolcano,,,West Indies,West Indies,13.292,-61.2,1074,
Grand Bonhomme,Saint Vincent and the Grenadines,Stratovolcano,,,West Indies,West Indies,13.22,-61.208,1021,
Fagradalsfjall,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (southwestern),63.9,-22.27,385,
Grensdalur,Iceland,Stratovolcano,,,Iceland and Arctic Ocean,Iceland (southwestern),64.02,-21.17,497,
Lyngdalsheidi,Iceland,Shield,,,Iceland and Arctic Ocean,Iceland (southwestern),64.15,-20.9,404,
Geysir,Iceland,Stratovolcano,,,Iceland and Arctic Ocean,Iceland (southwestern),64.32,-20.3,700,
Hlodufell,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (southwestern),64.93,-20.53,1188,
Thorisjokull,Iceland,Subglacial,,,Iceland and Arctic Ocean,Iceland (southwestern),64.53,-20.7,1350,
Ok,Iceland,Shield,,,Iceland and Arctic Ocean,Iceland (southwestern),64.62,-20.88,1141,
Eríksjokull,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (southwestern),64.77,-20.4,1675,
Hrutfell,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (southwestern),64.73,-19.72,1396,
Blafell,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (southwestern),64.492,-19.87,1204,
Hreppar,Iceland,Fissure vent(s),,,Iceland and Arctic Ocean,Iceland (southwestern),64.42,-19.5,0,
Strutur,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (southern),63.839,-18.932,956,
Tungnaarfjoll,Iceland,Fissure vent(s),,,Iceland and Arctic Ocean,Iceland (northeastern),64.164,-18.496,983,
Kistufell,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (northeastern),64.781,-17.21,1436,
Valdalda,Iceland,Shield,,,Iceland and Arctic Ocean,Iceland (northeastern),64.97,-16.48,941,
Herdubreid,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (northeastern),65.18,-16.35,1682,
Sellandafjall,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (northeastern),65.42,-17.03,988,
Blafjall,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (northeastern),65.43,-16.85,1222,
Burfell,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (northeastern),65.55,-16.65,953,
Fjallgardar Ridge,Iceland,Fissure vent(s),,,Iceland and Arctic Ocean,Iceland (northeastern),65.5,-15.67,1035,
Gaesafjoll,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (northeastern),65.775,-16.88,882,
Lambafjoll,Iceland,Fissure vent(s),,,Iceland and Arctic Ocean,Iceland (northeastern),65.875,-16.875,840,
Sigurd,Norway,Explosion crater,,,Iceland and Arctic Ocean,Arctic Ocean,79.17,13.5,1100,
Halvdan,Norway,Explosion crater,,,Iceland and Arctic Ocean,Arctic Ocean,79.33,13.5,834,
Sverrefjell,Norway,Pyroclastic cone,,,Iceland and Arctic Ocean,Arctic Ocean,79.43,13.3,506,
Sao Vicente,Cape Verde,Stratovolcano,,,Atlantic Ocean,Cape Verde Islands,16.85,-24.97,725,
Santo Antao,Cape Verde,Stratovolcano,,,Atlantic Ocean,Cape Verde Islands,17.07,-25.17,1979,
Sao Nicolau,Cape Verde,Stratovolcano,,,Atlantic Ocean,Cape Verde Islands,16.62,-24.35,1270,
Trindade,Brazil,Stratovolcano,,,Atlantic Ocean,Atlantic Ocean (central),-20.514,-29.331,600,
Martin Vaz,Brazil,Stratovolcano,,,Atlantic Ocean,Atlantic Ocean (central),-20.47,-28.85,175,
Inaccessible Island,United Kingdom,Stratovolcano,,,Atlantic Ocean,Atlantic Ocean (southern),-37.303,-12.699,563,
Gough Island,United Kingdom,Shield,,,Atlantic Ocean,Atlantic Ocean (southern),-40.32,-9.93,910,
Unnamed,Antarctica,Pyroclastic cone(s),,,Antarctica,Antarctica and South Sandwich Islands,-73.45,164.58,2987,
Gaussberg,Antarctica,Cone,,,Antarctica,Antarctica and South Sandwich Islands,-66.78,89.3,370,
Adare Peninsula,Antarctica,Shield(s),,,Antarctica,Antarctica and South Sandwich Islands,-71.7,170.6,2083,
"Rittmann, Mount",Antarctica,Shield,,,Antarctica,Antarctica and South Sandwich Islands,-73.45,165.5,2600,
Terror,Antarctica,Shield,,,Antarctica,Antarctica and South Sandwich Islands,-77.52,168.55,3262,
Hut Point Peninsula,Antarctica,Pyroclastic cone(s),,,Antarctica,Antarctica and South Sandwich Islands,-77.75,166.75,431,
White Island,Antarctica,Shield(s),,,Antarctica,Antarctica and South Sandwich Islands,-78.17,167.5,762,
Black Island,Antarctica,Pyroclastic cone(s),,,Antarctica,Antarctica and South Sandwich Islands,-78.22,166.33,1041,
Transantarctic Mountain Foothills,Antarctica,Unknown,,,Antarctica,Antarctica and South Sandwich Islands,-78,163.83,0,
Mason Spurr,Antarctica,Lava dome(s),,,Antarctica,Antarctica and South Sandwich Islands,-78.58,164.37,0,
Taylor Valley,Antarctica,Pyroclastic cone(s),,,Antarctica,Antarctica and South Sandwich Islands,-77.748,161.526,1489,
Bursey,Antarctica,Shield(s),,,Antarctica,Antarctica and South Sandwich Islands,-76,-132.67,2787,
Obiglio,Antarctica,Pyroclastic cone,,,Antarctica,Antarctica and South Sandwich Islands,-74.458,-131.848,488,
Shepard Island,Antarctica,Tuff cone(s),,,Antarctica,Antarctica and South Sandwich Islands,-74.424,-132.55,487,
Crary Group,Antarctica,Shield(s),,,Antarctica,Antarctica and South Sandwich Islands,-76.767,-117.717,3654,
Murphy,Antarctica,Shield,,,Antarctica,Antarctica and South Sandwich Islands,-75.37,-110.67,2703,
Beethoven Peninsula,Antarctica,Volcanic field,,,Antarctica,Antarctica and South Sandwich Islands,-71.55,-73.42,1050,
Brabant Island,Antarctica,Volcanic field,,,Antarctica,Antarctica and South Sandwich Islands,-64.28,-62.33,2522,
Livingston-Greenwich Islands,Antarctica,Tuff cone(s),,,Antarctica,Antarctica and South Sandwich Islands,-62.52,-60.02,530,
Tabarin Peninsula,Antarctica,Shield?,,,Antarctica,Antarctica and South Sandwich Islands,-63.6,-57,730,
Argo Point,Antarctica,Pyroclastic cone,,,Antarctica,Antarctica and South Sandwich Islands,-66.25,-60.92,360,
Franklin Island,Antarctica,Shield,,,Antarctica,Antarctica and South Sandwich Islands,-76.17,168.38,247,
Beaufort Island,Antarctica,Stratovolcano,,,Antarctica,Antarctica and South Sandwich Islands,-76.98,167.02,740,
Lenderut,Kenya,Caldera,,,Africa and Red Sea,Africa (eastern),-2.095,36.285,1225,
Shombole,Kenya,Cone,,,Africa and Red Sea,Africa (eastern),-2.131,36.1,1527,
Tukuyu,Tanzania,Shield,,,Africa and Red Sea,Africa (eastern),-9.26,33.648,1541,
Katete,Tanzania,Stratovolcano,,,Africa and Red Sea,Africa (eastern),-9.112,33.746,2481,
"Qiranah, Jabal al",Jordan,Volcanic field,,,Middle East and Indian Ocean,Middle East (western),30.73,35.75,0,
Raja-Sabanda,Indonesia,Unknown,,,Indonesia,Sumatra,-2.228,101.43,2527,
Hulunilo,Indonesia,Stratovolcano,,,Indonesia,Sumatra,-2.418,101.776,2469,
Tungkat,Indonesia,Unknown,,,Indonesia,Sumatra,-2.48,102.026,1576,
Ramu-Labumbu,Indonesia,Unknown,,,Indonesia,Lesser Sunda Islands,-8.416,118.207,1086,
Discovery,Antarctica,Stratovolcano,,,Antarctica,Antarctica and South Sandwich Islands,-78.374,165.015,2578,
